key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
41:24.0,4.9,2009-01-09 14:41:24 UTC,-73.958259,40.768903,-73.954744,40.779351,1
39:00.0,3.7,2010-04-20 21:39:00 UTC,-73.987802,40.752183,-73.985067,40.747572,1
12:00.0,13.5,2012-12-24 23:12:00 UTC,-73.973522,40.792337,-73.942002,40.822752,5
53:00.0,10.5,2011-03-01 08:53:00 UTC,-74.006277,40.73306,-73.977088,40.771765,1
23:00.0,10,2014-05-15 18:23:00 UTC,-73.962393,40.778807,-73.979503,40.771362,2
11:51.0,11.5,2014-08-12 03:11:51 UTC,-74.00406,40.741953,-73.979982,40.762617,2
08:00.0,16,2014-09-03 18:08:00 UTC,-74.00696,40.75149,-74.00058,40.7211,1
42:18.0,8.9,2009-07-25 15:42:18 UTC,-73.957668,40.77933,-73.983479,40.76042,2
19:00.0,4.5,2012-11-14 17:19:00 UTC,-73.981177,40.779345,-73.973628,40.789612,1
30:29.0,9.5,2014-05-04 17:30:29 UTC,-74.005328,40.721161,-73.984595,40.742348,1
21:00.0,5.3,2010-01-20 11:21:00 UTC,-74.010468,40.703142,-73.999873,40.71414,5
04:37.0,4.1,2010-04-27 06:04:37 UTC,-73.961373,40.760497,-73.954164,40.764079,1
40:59.0,8.1,2011-03-03 07:40:59 UTC,-74.007816,40.733536,-73.986556,40.74004,1
40:00.0,18.1,2011-12-16 08:40:00 UTC,-74.007673,40.705285,-73.974562,40.763668,1
13:07.0,9.7,2012-07-10 13:13:07 UTC,-73.991003,40.733332,-73.986998,40.747792,1
43:00.0,6,2012-10-22 10:43:00 UTC,-73.968658,40.770303,-73.982578,40.774702,1
04:10.0,5,2014-02-12 08:04:10 UTC,-73.966568,40.795888,-73.970033,40.787512,1
25:00.0,6.9,2012-01-30 13:25:00 UTC,-73.983952,40.74928,-73.97778,40.737878,2
37:49.0,14.5,2014-04-25 19:37:49 UTC,-73.97987,40.765709,-74.001389,40.736309,1
13:00.0,14.1,2009-11-07 14:13:00 UTC,-74.010005,40.771582,-74.003845,40.75982,1
23:38.0,6.9,2012-08-15 21:23:38 UTC,-74.002667,40.734013,-73.988277,40.72334,1
24:51.0,16,2013-10-05 20:24:51 UTC,-73.794116,40.657058,-73.794132,40.657039,1
54:24.0,6.5,2015-06-22 01:54:24 UTC,-74.00007629,40.72861099,-73.98873138,40.72217178,6
25:00.0,3.3,2010-09-07 02:25:00 UTC,-73.982188,40.776687,-73.974647,40.784025,1
59:34.0,6.5,2011-06-13 10:59:34 UTC,-73.976504,40.757149,-73.988537,40.759387,2
14:00.0,5,2013-04-11 09:14:00 UTC,-73.99292,40.737055,-74.001562,40.738412,2
12:00.0,6.1,2011-07-16 06:12:00 UTC,-73.999728,40.733533,-73.984657,40.755913,1
19:00.0,57.33,2014-11-18 09:19:00 UTC,-73.77672,40.645412,-73.978832,40.774932,1
36:00.0,5.3,2009-11-26 18:36:00 UTC,-73.97712,40.759838,-73.981875,40.745338,1
25:13.0,10.9,2011-04-08 17:25:13 UTC,-73.992332,40.748792,-73.966374,40.760099,3
04:04.0,4.1,2011-11-12 02:04:04 UTC,-73.992253,40.763919,-73.99123,40.757765,1
19:00.0,11.3,2012-04-30 19:19:00 UTC,-73.969548,40.800192,-73.979993,40.76463,5
47:00.0,5.5,2013-09-25 14:47:00 UTC,-74.003637,40.747477,-73.99989,40.740652,1
33:39.0,10,2014-01-17 22:33:39 UTC,-73.984235,40.75501,-73.955425,40.781094,1
40:00.0,4,2014-08-05 16:40:00 UTC,-73.954767,40.78389,-73.958958,40.780905,1
28:00.0,2.9,2009-01-10 16:28:00 UTC,-73.977417,40.757653,-73.974607,40.756757,1
35:00.0,6.9,2011-01-08 16:35:00 UTC,-73.966327,40.761268,-73.98294,40.776795,1
47:00.0,8.9,2011-04-20 22:47:00 UTC,-73.98913,40.756668,-73.96107,40.757225,2
08:58.0,4.5,2013-01-21 19:08:58 UTC,-73.990909,40.739949,-73.993856,40.732722,1
44:00.0,4.5,2013-09-13 11:44:00 UTC,-73.965037,40.761717,-73.968077,40.763042,5
43:58.0,12.9,2011-11-05 23:43:58 UTC,-73.966769,40.76412,-73.96497,40.806619,1
49:46.0,5.3,2010-06-26 08:49:46 UTC,-73.977092,40.776832,-73.985983,40.762642,2
09:32.0,6.9,2010-07-06 17:09:32 UTC,-73.988254,40.74895,-73.98705,40.733678,1
56:00.0,16.1,2010-09-30 07:56:00 UTC,-73.986585,40.725585,-73.936913,40.793967,5
58:00.0,26.9,2011-11-23 17:58:00 UTC,-73.874558,40.774082,-73.96394,40.76601,1
36:00.0,6,2013-02-15 17:36:00 UTC,-74.002417,40.728325,-73.991863,40.744282,1
26:37.0,6,2014-06-30 11:26:37 UTC,-73.995635,40.744387,-74.002325,40.730406,1
30:26.0,14.5,2014-10-11 19:30:26 UTC,-73.985221,40.763296,-73.96557,40.760494,2
27:35.0,3.3,2011-05-09 22:27:35 UTC,-74.004287,40.72194,-73.998599,40.722939,1
47:46.0,9.7,2011-06-21 19:47:46 UTC,-73.997032,40.722398,-73.98433,40.754394,1
27:45.0,4.5,2012-07-29 15:27:45 UTC,-73.977092,40.75848,-73.968008,40.762297,2
59:46.0,15.5,2012-11-12 17:59:46 UTC,-73.964517,40.767404,-74.003496,40.741095,1
51:00.0,15.5,2014-07-09 14:51:00 UTC,-73.975655,40.792012,-73.951775,40.769527,1
19:01.0,14,2015-03-14 22:19:01 UTC,-73.94877625,40.78249359,-73.98220062,40.75661087,2
34:41.0,66.3,2009-09-19 10:34:41 UTC,-74.438233,40.99326,-74.185996,40.693874,2
09:35.0,14.1,2010-10-07 21:09:35 UTC,-74.003545,40.707399,-73.981312,40.750071,1
49:53.0,18.5,2010-11-04 17:49:53 UTC,-73.987118,40.73596,-73.95641,40.780902,2
55:48.0,12.1,2011-04-15 18:55:48 UTC,-73.983423,40.7613,-74.009493,40.74775,1
13:00.0,11.7,2012-03-02 13:13:00 UTC,-73.96669,40.765072,-73.978243,40.791957,1
59:00.0,3.5,2012-11-24 09:59:00 UTC,-73.970932,40.788492,-73.973835,40.79204,1
48:01.0,10.5,2014-09-05 00:48:01 UTC,-74.00344,40.743554,-73.974042,40.750274,3
41:50.0,20.5,2014-04-07 07:41:50 UTC,-74.016064,40.711575,-73.983339,40.760979,1
50:21.0,2.5,2009-08-25 01:50:21 UTC,-73.98641,40.76335,-73.98641,40.76335,1
27:15.0,21,2013-04-17 18:27:15 UTC,-73.977208,40.733786,-73.978238,40.686617,1
34:00.0,9.5,2014-09-29 14:34:00 UTC,-73.969977,40.765472,-73.95734,40.783072,6
46:00.0,13.3,2010-08-18 03:46:00 UTC,0,0,0,0,5
34:00.0,8.9,2010-12-24 22:34:00 UTC,-73.978465,40.758843,-74.004952,40.737495,2
08:14.0,10.5,2011-06-30 08:08:14 UTC,-73.959055,40.814999,-73.957878,40.778607,1
42:26.0,4.5,2013-03-11 09:42:26 UTC,-74.008646,40.735048,-74.006229,40.725949,1
02:06.0,24.5,2014-10-07 15:02:06 UTC,-73.979269,40.761886,-74.002076,40.724702,1
54:56.0,27,2015-04-05 00:54:56 UTC,-73.98755646,40.7336731,-73.95068359,40.82306671,1
49:00.0,8.5,2011-07-15 11:49:00 UTC,-73.978135,40.73074,-73.977188,40.752542,1
08:56.0,9,2014-06-25 23:08:56 UTC,-73.977865,40.784274,-73.962362,40.767125,2
19:00.0,9.5,2014-10-30 23:19:00 UTC,-73.952838,40.786623,-73.957865,40.765458,1
07:00.0,6.5,2010-06-15 15:07:00 UTC,-73.958882,40.709567,-73.98527,40.718643,1
10:00.0,19.7,2012-01-08 02:10:00 UTC,-73.987122,40.73655,-73.902657,40.769043,2
17:13.0,30.9,2012-08-30 18:17:13 UTC,-73.978438,40.737,-73.864842,40.770393,2
19:22.0,8.5,2013-07-29 22:19:22 UTC,-73.983246,40.750915,-74.006032,40.735215,1
48:00.0,6.5,2009-09-27 06:48:00 UTC,-73.994017,40.761638,-73.985845,40.744387,1
05:00.0,14.9,2010-05-07 20:05:00 UTC,-73.968212,40.762212,-73.919958,40.755087,2
27:08.0,16.1,2012-03-21 05:27:08 UTC,-73.970357,40.789113,-74.011695,40.707435,1
57:22.0,5.5,2013-04-12 19:57:22 UTC,-73.789203,40.655194,-73.996509,40.737216,1
58:08.0,20.5,2013-09-19 23:58:08 UTC,-73.989813,40.747356,-73.927147,40.762732,1
24:20.0,6.5,2012-02-27 07:24:20 UTC,-73.983397,40.738183,-73.971395,40.758023,0
03:17.0,5,2013-09-13 07:03:17 UTC,-73.977487,40.763365,-73.983377,40.7547,1
43:24.0,5,2014-01-04 08:43:24 UTC,-73.98573,40.7681,-73.981444,40.778745,1
33:03.0,16.5,2014-04-21 13:33:03 UTC,-74.006602,40.744235,-73.979251,40.751236,1
50:05.0,16,2015-02-28 07:50:05 UTC,-73.95174408,40.77205658,-73.94265747,40.74713516,5
12:13.0,10.9,2010-08-08 13:12:13 UTC,-73.977385,40.758089,-74.001467,40.720059,4
13:11.0,16.5,2012-02-21 12:13:11 UTC,-74.010894,40.714426,-73.98337,40.756248,1
20:00.0,20.5,2013-07-27 23:20:00 UTC,-73.98441,40.716667,-73.922238,40.767287,6
50:13.0,7.3,2011-12-02 19:50:13 UTC,-73.9594,40.7703,-73.9663,40.7606,1
06:57.0,9,2015-06-27 22:06:57 UTC,-73.99384308,40.71469116,-73.99707031,40.71773148,3
05:00.0,15.5,2014-03-14 00:05:00 UTC,-73.997507,40.721777,-74.000732,40.676375,1
52:48.0,5,2014-08-19 16:52:48 UTC,-73.995087,40.760146,-73.982215,40.763185,1
13:00.0,57.33,2014-09-30 16:13:00 UTC,-74.00775,40.741277,-73.790292,40.64676,2
19:38.0,10.5,2009-07-07 00:19:38 UTC,-73.979982,40.762695,-73.962557,40.804685,1
12:13.0,9.5,2013-08-02 20:12:13 UTC,-74.008117,40.748635,-74.01037,40.718968,3
56:00.0,4.1,2009-03-30 10:56:00 UTC,-73.99093,40.765603,-73.982563,40.77027,1
38:24.0,12.1,2011-12-01 15:38:24 UTC,-73.959546,40.767462,-73.993107,40.75767,2
54:00.0,7,2013-11-24 20:54:00 UTC,-73.971542,40.750487,-73.988967,40.72994,1
12:39.0,4.9,2010-04-15 21:12:39 UTC,-73.978556,40.724624,-73.988157,40.722875,1
14:00.0,4.9,2010-12-08 08:14:00 UTC,-73.979307,40.752832,-73.978403,40.758903,1
56:45.0,11,2013-05-15 16:56:45 UTC,-73.979658,40.758764,-73.95657,40.768108,1
10:00.0,5.5,2013-07-11 21:10:00 UTC,-73.978007,40.74581,-73.98425,40.73341,2
31:00.0,7,2013-07-31 09:31:00 UTC,-73.9894,40.756855,-73.992802,40.768222,1
59:45.0,3.7,2010-03-22 14:59:45 UTC,-73.961353,40.765069,-73.96052,40.769931,1
40:17.0,6.5,2011-12-21 21:40:17 UTC,-74.0098,40.7205,-74.009,40.7408,4
37:42.0,15.3,2012-05-21 11:37:42 UTC,-73.99217,40.76432,-73.966214,40.762562,1
40:24.0,38.33,2014-08-21 12:40:24 UTC,-73.977151,40.776857,-73.861551,40.768274,1
40:54.0,6.5,2012-10-10 12:40:54 UTC,-73.980759,40.680705,-73.989813,40.690149,1
06:26.0,17,2013-01-04 17:06:26 UTC,-74.001311,40.75699,-73.948801,40.797008,1
33:00.0,10.1,2009-11-12 08:33:00 UTC,-74.00096,40.731835,-73.974342,40.751058,1
02:00.0,18.9,2011-02-16 12:02:00 UTC,-74.010163,40.708902,-73.987847,40.749225,5
54:34.0,38.5,2012-07-09 07:54:34 UTC,-73.862568,40.769065,-74.008287,40.705275,1
31:00.0,8.5,2013-03-11 09:31:00 UTC,-73.983518,40.748147,-73.98987,40.725757,1
10:00.0,7,2014-11-06 23:10:00 UTC,-73.97173,40.75715,-73.98541,40.747,1
37:00.0,8.5,2014-12-13 18:37:00 UTC,-73.983267,40.741622,-74.001337,40.731072,1
55:16.0,7.7,2009-01-27 11:55:16 UTC,-73.991197,40.751257,-73.975178,40.750687,1
08:47.0,5.7,2010-12-03 22:08:47 UTC,-74.0029,40.760422,-73.988729,40.761702,2
04:00.0,4.5,2013-12-14 02:04:00 UTC,-73.98384,40.72957,-73.989737,40.725755,2
57:20.0,7.7,2012-03-12 06:57:20 UTC,-73.957788,40.761912,-73.976757,40.75214,1
42:16.0,45,2013-01-17 23:42:16 UTC,-73.999081,40.754489,-73.863401,40.667613,1
42:55.0,8,2013-05-25 02:42:55 UTC,-73.99563,40.720941,-73.961689,40.709743,2
59:53.0,4.5,2009-08-26 15:59:53 UTC,-73.991315,40.751183,-74.003637,40.753584,1
52:00.0,5.7,2012-01-18 13:52:00 UTC,-73.978617,40.748468,-73.975885,40.75505,2
43:40.0,9.7,2010-04-17 23:43:40 UTC,-74.002097,40.734732,-73.972335,40.756477,2
12:41.0,10.9,2010-10-31 01:12:41 UTC,-74.005771,40.736004,-73.989396,40.718013,1
44:00.0,5.7,2010-11-10 16:44:00 UTC,-74.00722,40.727557,-73.994682,40.750242,1
03:00.0,4,2014-01-18 23:03:00 UTC,-74.005432,40.736957,-73.99864,40.744997,1
25:00.0,4.9,2009-08-20 13:25:00 UTC,-73.989897,40.750725,-73.988952,40.755345,3
43:42.0,31.2,2009-10-01 06:43:42 UTC,-73.975427,40.757116,-73.86509,40.770561,1
24:14.0,13.3,2009-10-06 18:24:14 UTC,-73.987699,40.757444,-73.996644,40.719542,1
52:11.0,11.7,2010-02-13 01:52:11 UTC,0,0,0,0,1
06:40.0,8.9,2011-05-09 13:06:40 UTC,-74.008557,40.72074,-73.981338,40.728984,1
36:14.0,4.5,2012-07-22 16:36:14 UTC,-73.926383,40.808057,-73.93513,40.814371,1
19:00.0,20,2012-09-08 05:19:00 UTC,-73.996222,40.738397,-73.945933,40.792682,2
08:36.0,7,2015-03-01 02:08:36 UTC,-73.98642731,40.72238541,-73.99151611,40.73523331,1
47:00.0,4.5,2009-03-18 19:47:00 UTC,-73.995892,40.74389,-74.004377,40.734933,5
39:00.0,16.5,2012-09-10 14:39:00 UTC,-73.988522,40.737147,-73.986408,40.776832,1
52:40.0,12.9,2011-11-01 09:52:40 UTC,-73.981384,40.780106,-73.971353,40.758763,1
36:33.0,34.1,2012-04-20 15:36:33 UTC,-73.873254,40.773999,-73.983536,40.762902,1
37:00.0,57.33,2014-08-11 19:37:00 UTC,-73.776477,40.64629,-73.776477,40.64629,2
06:00.0,8.9,2010-06-15 01:06:00 UTC,-73.788498,40.65458,-73.752772,40.6617,1
43:37.0,13,2014-02-07 22:43:37 UTC,-73.985717,40.767798,-73.959253,40.80919,1
39:00.0,9.7,2012-03-29 18:39:00 UTC,-73.98011,40.75182,-73.950907,40.775948,1
55:00.0,11,2013-01-16 19:55:00 UTC,-73.987055,40.744762,-74.007825,40.716325,3
50:00.0,5.5,2014-12-23 20:50:00 UTC,-73.967705,40.75989,-73.95623,40.768088,1
30:00.0,4.9,2011-05-05 20:30:00 UTC,-73.975245,40.763207,-73.963428,40.77076,1
12:00.0,9.3,2009-08-10 18:12:00 UTC,-73.966555,40.769955,-73.97153,40.74431,3
35:21.0,8.5,2010-04-16 20:35:21 UTC,-73.944602,40.815676,-73.917888,40.806313,1
14:00.0,4.5,2013-01-31 22:14:00 UTC,-73.985247,40.727532,-73.979572,40.735312,1
32:00.0,11.3,2011-10-10 07:32:00 UTC,-73.974097,40.759455,-74.009692,40.722595,1
24:00.0,13.7,2012-03-13 21:24:00 UTC,-73.977078,40.750085,-74.01442,40.716932,1
51:46.0,6.9,2012-01-06 06:51:46 UTC,-73.990062,40.756634,-73.971327,40.758445,1
20:31.0,8.1,2012-07-31 07:20:31 UTC,-73.918489,40.754256,-73.969701,40.748919,1
00:00.0,11,2013-01-02 21:00:00 UTC,-73.97427,40.756035,-73.96899,40.785887,1
56:49.0,6.9,2011-07-06 08:56:49 UTC,-73.967169,40.756601,-73.980451,40.756584,2
55:00.0,4.5,2013-08-27 18:55:00 UTC,-73.958917,40.77215,-73.956942,40.780182,2
31:00.0,6.1,2010-04-20 19:31:00 UTC,-73.983305,40.748403,-73.991115,40.765688,1
24:00.0,7.7,2011-01-22 23:24:00 UTC,-73.969023,40.785718,-73.992152,40.769105,5
36:40.0,12.9,2011-08-15 20:36:40 UTC,-73.952351,40.789832,-73.972333,40.745006,1
23:00.0,8.1,2012-07-05 12:23:00 UTC,-73.993822,40.732997,-73.9847,40.742632,1
54:39.0,35.07,2009-10-16 22:54:39 UTC,-73.994618,40.739409,-73.936439,40.629948,1
58:00.0,12.1,2010-08-30 19:58:00 UTC,-73.997868,40.713628,-73.989445,40.756853,4
39:50.0,9.3,2011-08-04 18:39:50 UTC,-73.981206,40.757788,-73.994317,40.754246,1
55:00.0,21.5,2014-01-09 21:55:00 UTC,-74.001562,40.741032,-73.95868,40.719377,1
41:56.0,6.9,2011-09-18 14:41:56 UTC,-73.992014,40.764244,-73.981024,40.781859,2
38:00.0,10,2014-01-30 21:38:00 UTC,-73.982053,40.77331,-73.955055,40.781017,1
29:00.0,8.5,2014-09-03 15:29:00 UTC,-73.999112,40.72521,-74.007372,40.740927,1
46:09.0,26.5,2015-02-22 12:46:09 UTC,-74.01361847,40.71653366,-73.94696808,40.77207565,1
47:00.0,4.5,2010-08-08 16:47:00 UTC,-73.975867,40.760282,-73.980965,40.753368,5
51:43.0,6.9,2011-09-10 23:51:43 UTC,-73.983855,40.744069,-74.005639,40.740089,3
30:00.0,6.5,2010-03-12 13:30:00 UTC,-73.973112,40.761903,-73.952725,40.766447,1
25:00.0,4.9,2010-10-26 15:25:00 UTC,-73.947062,40.784043,-73.951198,40.772092,1
06:14.0,13.3,2011-04-24 21:06:14 UTC,-74.002185,40.719517,-73.974876,40.756321,4
52:22.0,18.5,2011-06-20 14:52:22 UTC,-73.997892,40.724297,-73.977578,40.786941,1
58:00.0,8,2012-11-18 15:58:00 UTC,-73.972767,40.793497,-73.959495,40.780095,1
48:17.0,5.5,2013-10-15 07:48:17 UTC,-73.989863,40.734053,-73.979853,40.744464,1
11:35.0,28.1,2012-04-19 19:11:35 UTC,-73.863763,40.769938,-74.00032,40.71624,1
56:33.0,6.5,2012-04-30 14:56:33 UTC,-73.976558,40.759555,-73.983238,40.766241,1
30:00.0,12.9,2009-10-15 19:30:00 UTC,-73.98362,40.767035,-73.985725,40.72776,1
19:41.0,4.1,2010-10-20 18:19:41 UTC,-73.96954,40.760876,-73.975164,40.752973,1
39:21.0,10.5,2011-02-07 08:39:21 UTC,-73.964999,40.806719,-73.958495,40.784222,1
51:00.0,12.1,2011-06-14 23:51:00 UTC,-73.983403,40.726223,-73.999103,40.761795,1
45:19.0,13.7,2011-06-22 23:45:19 UTC,-73.981527,40.724907,-73.949038,40.72631,1
05:32.0,16.1,2012-06-06 15:05:32 UTC,-73.954942,40.789074,-73.984561,40.748882,1
37:22.0,3,2014-08-25 20:37:22 UTC,-74.007472,40.74088,-74.008959,40.738234,1
18:27.0,8.5,2010-12-15 22:18:27 UTC,-73.985287,40.773551,-73.964319,40.809258,1
29:31.0,13.5,2015-04-01 22:29:31 UTC,-73.96198273,40.76368332,-73.99638367,40.73807907,1
58:23.0,4.9,2011-10-17 18:58:23 UTC,-73.992414,40.74972,-73.995103,40.750485,1
31:31.0,4.9,2012-03-15 20:31:31 UTC,-73.97164,40.766172,-73.960692,40.76807,1
46:00.0,27,2014-11-24 02:46:00 UTC,-74.008827,40.710565,-73.92766,40.759892,1
13:14.0,6,2014-03-12 13:13:14 UTC,-73.977032,40.750545,-73.990488,40.737205,1
18:25.0,5.5,2015-01-10 21:18:25 UTC,-73.98449707,40.72879791,-73.98408508,40.72538376,1
09:00.0,24.9,2011-09-25 14:09:00 UTC,-73.994673,40.750317,-73.945843,40.835722,2
23:12.0,22.5,2015-03-22 14:23:12 UTC,-73.96234131,40.77907181,-74.00598907,40.70943832,4
02:57.0,15,2013-01-15 16:02:57 UTC,-73.983491,40.734315,-73.956837,40.7042,1
58:00.0,13,2013-11-20 16:58:00 UTC,-73.988382,40.764137,-73.99152,40.7502,1
40:14.0,14.5,2009-02-16 07:40:14 UTC,-73.948872,40.807601,-73.937218,40.767366,1
39:00.0,8.1,2009-02-27 17:39:00 UTC,-73.992877,40.742668,-73.983468,40.74748,1
57:13.0,15.7,2009-11-05 00:57:13 UTC,-74.004128,40.733121,-73.966117,40.677112,1
55:00.0,10.5,2010-12-11 01:55:00 UTC,-73.997677,40.722583,-73.992827,40.679183,2
18:00.0,45,2012-02-12 15:18:00 UTC,-73.969852,40.750962,-73.781802,40.648527,1
39:00.0,3,2013-12-08 23:39:00 UTC,0,0,0,0,5
44:01.0,4.1,2009-12-29 09:44:01 UTC,-73.973141,40.785315,-73.980153,40.775721,1
20:00.0,23.7,2010-04-27 20:20:00 UTC,-74.005322,40.650103,-73.859852,40.711942,1
20:00.0,9.3,2010-04-27 20:20:00 UTC,-73.97785,40.729675,-74.005877,40.725813,1
57:00.0,24.5,2012-09-23 02:57:00 UTC,-73.995145,40.749812,-73.940478,40.718662,3
09:00.0,7.3,2009-11-20 09:09:00 UTC,-73.958437,40.77291,-73.974257,40.755255,1
00:00.0,10.1,2009-12-16 22:00:00 UTC,-73.969813,40.763205,-73.992668,40.721372,2
52:16.0,3.7,2010-03-23 14:52:16 UTC,-73.995863,40.744098,-73.990998,40.741071,1
17:04.0,9.7,2010-05-08 16:17:04 UTC,-73.990431,40.757773,-73.972639,40.763474,1
24:53.0,6.1,2010-10-22 02:24:53 UTC,-73.984433,40.771084,-73.984433,40.771084,1
12:32.0,49.8,2011-05-07 15:12:32 UTC,-73.782235,40.644691,-73.973344,40.738062,2
20:00.0,4.9,2011-10-14 12:20:00 UTC,-73.952797,40.780497,-73.955042,40.788527,5
14:00.0,7.7,2011-11-08 07:14:00 UTC,-73.98729,40.739077,-74.008045,40.712155,1
55:00.0,31.83,2013-07-19 18:55:00 UTC,-73.865875,40.77044,-73.979228,40.749225,1
12:55.0,5,2014-05-17 13:12:55 UTC,-73.981422,40.762434,-73.983398,40.766286,2
46:52.0,4.5,2010-11-24 12:46:52 UTC,-73.962681,40.775646,-73.957434,40.777766,1
22:32.0,6.9,2011-03-30 12:22:32 UTC,-73.966692,40.789004,-73.959358,40.809018,1
05:34.0,12.5,2014-02-16 09:05:34 UTC,-73.996905,40.756151,-73.954566,40.779943,1
23:00.0,13.5,2014-12-04 15:23:00 UTC,-73.982325,40.772905,-73.965297,40.75908,6
44:00.0,9.5,2013-04-01 12:44:00 UTC,-73.956678,40.775412,-73.977282,40.757577,1
21:00.0,6.1,2012-02-23 06:21:00 UTC,-73.989675,40.756102,-73.970548,40.763163,1
53:00.0,4.5,2013-10-10 05:53:00 UTC,-73.968897,40.798707,-73.966733,40.793995,1
52:00.0,6.5,2009-11-26 03:52:00 UTC,-73.984258,40.76014,-73.99738,40.749263,1
07:00.0,7.3,2010-04-01 10:07:00 UTC,-73.963465,40.774312,-73.9834,40.766893,1
26:00.0,7.7,2010-05-22 19:26:00 UTC,-73.969715,40.75779,-73.99134,40.750123,1
55:00.0,7.7,2010-09-26 01:55:00 UTC,-73.9957,40.764427,-73.992148,40.744787,2
57:00.0,8.9,2010-09-29 00:57:00 UTC,-73.991738,40.744403,-73.959888,40.769403,2
34:00.0,10.5,2012-03-20 17:34:00 UTC,-73.978193,40.751915,-74.004858,40.751853,1
45:48.0,6,2012-12-23 03:45:48 UTC,-73.956829,40.72098,-73.957186,40.732846,1
04:53.0,5,2013-06-12 17:04:53 UTC,-73.974776,40.771861,-73.980998,40.770901,1
52:00.0,8,2013-06-27 10:52:00 UTC,-73.962843,40.76655,-73.947115,40.771767,1
35:23.0,13.3,2011-08-25 07:35:23 UTC,-73.947809,40.782872,-73.988676,40.741282,1
13:47.0,2.9,2011-12-08 00:13:47 UTC,-73.979882,40.758655,-73.977834,40.762103,1
08:00.0,25.45,2009-04-25 13:08:00 UTC,-73.99055,40.745908,-73.885363,40.771893,1
33:33.0,4.5,2012-11-28 21:33:33 UTC,-73.966639,40.764331,-73.959307,40.767477,1
15:06.0,9,2013-06-09 23:15:06 UTC,-74.002078,40.73996,-73.979133,40.749912,2
39:00.0,4.1,2010-07-21 16:39:00 UTC,-73.954595,40.778175,-73.952698,40.785715,1
52:00.0,5.3,2012-03-16 07:52:00 UTC,-73.960797,40.818232,-73.953255,40.810163,1
49:41.0,5.5,2015-05-02 23:49:41 UTC,-73.98070526,40.77486038,-73.99184418,40.76394653,1
30:00.0,18,2012-11-28 08:30:00 UTC,-74.006052,40.748617,-73.962892,40.8042,1
11:00.0,4.5,2013-09-30 13:11:00 UTC,-73.947355,40.764565,-73.952475,40.758697,1
12:00.0,6,2014-10-22 08:12:00 UTC,-73.99686,40.72311,-74.00537,40.73235,1
22:00.0,8.1,2010-09-09 14:22:00 UTC,-73.96226,40.759743,-73.953148,40.770363,2
35:44.0,9.5,2013-02-14 19:35:44 UTC,-74.005739,40.740252,-74.011023,40.716267,1
42:00.0,5.5,2014-07-19 04:42:00 UTC,-73.990532,40.719085,-73.990532,40.719085,1
43:35.0,23,2014-10-15 09:43:35 UTC,-73.95847,40.765569,-73.990547,40.693534,1
53:01.0,6.6,2009-01-24 22:53:01 UTC,-73.994021,40.75129,-73.97253,40.749632,1
15:39.0,53,2009-03-15 02:15:39 UTC,-73.993309,40.719976,-74.040465,40.725234,1
45:00.0,15.3,2009-06-29 11:45:00 UTC,-73.9757,40.751598,-74.0163,40.704697,1
41:00.0,6.1,2010-11-25 00:41:00 UTC,-73.992275,40.734648,-74.003982,40.747582,5
59:00.0,7.3,2011-08-08 09:59:00 UTC,-73.96252,40.776573,-73.975502,40.757275,1
52:00.0,30.83,2013-12-23 13:52:00 UTC,-73.952607,40.776032,-73.861117,40.767782,1
29:21.0,6.5,2012-07-05 00:29:21 UTC,-73.988026,40.765026,-73.975303,40.787134,2
23:00.0,4.5,2014-01-18 15:23:00 UTC,-73.96421,40.77061,-73.96993,40.762597,1
09:26.0,5.5,2015-01-11 11:09:26 UTC,-73.98262024,40.74237061,-73.99588013,40.73276138,6
27:00.0,3.7,2009-01-03 13:27:00 UTC,-73.963823,40.774163,-73.957648,40.782628,1
56:00.0,4.1,2010-12-04 23:56:00 UTC,-73.9784,40.783223,-73.98173,40.778902,1
29:44.0,3.3,2012-03-07 09:29:44 UTC,-73.965352,40.769132,-73.967953,40.76573,1
31:22.0,31.5,2012-10-13 02:31:22 UTC,-74.007458,40.726242,-73.870459,40.762649,1
48:24.0,7,2013-04-18 20:48:24 UTC,-73.995001,40.760205,-73.986058,40.778839,1
06:20.0,9.7,2011-11-11 04:06:20 UTC,-74.002499,40.733322,-73.966174,40.765409,1
15:11.0,12.1,2012-05-26 01:15:11 UTC,-73.987243,40.72241,-73.97162,40.76199,1
32:59.0,10.5,2013-06-06 16:32:59 UTC,-73.952881,40.783467,-73.957899,40.770332,2
41:00.0,4.5,2010-11-09 14:41:00 UTC,-74.000607,40.732278,-73.991617,40.73513,1
15:00.0,8.1,2011-03-03 14:15:00 UTC,-73.95199,40.77783,-73.960187,40.765442,1
23:08.0,4.9,2011-11-24 04:23:08 UTC,-73.992445,40.721134,-73.981646,40.714442,4
54:32.0,8.5,2013-05-30 10:54:32 UTC,-73.989321,40.757413,-73.968748,40.761164,1
04:00.0,7,2014-01-27 16:04:00 UTC,-73.9555,40.781842,-73.970527,40.783687,1
16:00.0,5.5,2014-07-01 13:16:00 UTC,-73.974778,40.7831,-73.985705,40.778307,1
37:00.0,4.9,2009-04-08 07:37:00 UTC,-74.001212,40.74134,-73.986977,40.740538,1
02:35.0,6.1,2009-06-09 17:02:35 UTC,-73.987769,40.750038,-73.980449,40.761698,3
